"","ctr.1","ctr.2","ctr.3","ctr.4","als.1","als.2","als.3","als.4"
"AMBN",0,0,0,0,0,0,0,0
"AMBP",0,0,0,0,0,0,0,0
"AMBRA1",10,10,12,9,11,12,11,11
"AMD1",15,15,21,17,18,15,19,20
"AMDHD1",0,0,0,0,0,0,0,0
"AMDHD2",4,1,3,3,3,1,3,3
"AMELX",0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,0,0,0,0
"AMFR",27,24,40,32,39,30,37,37
"AMH",2,2,2,1,1,4,3,1
"AMHR2",0,0,0,0,0,0,0,0
"AMICA1",0,0,0,0,0,0,0,0
"AMIGO1",4,4,6,2,4,5,4,4
"AMIGO2",2,0,2,1,2,1,1,2
"AMIGO3",3,1,2,2,3,1,4,3
"AMMECR1",2,1,2,4,1,2,2,2
"AMMECR1L",8,8,8,7,8,8,9,9
"AMN",0,0,0,0,0,0,0,0
"AMN1",8,9,11,7,12,11,9,11
"AMOT",8,5,12,11,7,10,6,6
"AMOTL1",8,6,8,11,8,7,8,8
"AMOTL2",8,15,13,10,16,18,15,17
"AMPD1",0,0,0,0,0,0,0,0
"AMPD2",23,23,23,25,25,29,22,22
"AMPD3",0,0,1,1,1,0,1,1
"AMPH",11,19,17,13,27,25,23,20
"AMT",5,11,7,6,7,9,9,6
"AMTN",0,0,0,0,0,0,0,0
"AMY1A",0,0,0,0,0,0,0,0
"AMY1B",0,0,0,0,0,0,0,0
"AMY1C",0,0,0,0,0,0,0,0
"AMY2A",0,0,0,0,0,0,0,0
"AMY2B",10,4,1,2,2,5,2,1
"AMZ1",0,0,0,0,0,0,0,0
"AMZ2",38,36,43,42,49,34,42,48
"AMZ2P1",3,2,3,3,3,2,3,3
"ANAPC1",8,5,6,7,7,6,7,8
"ANAPC10",5,3,4,5,5,3,4,6
"ANAPC11",72,66,74,76,89,58,80,94
"ANAPC13",42,38,39,42,52,38,46,56
"ANAPC15",26,24,30,26,30,19,33,34
"ANAPC16",14,10,13,14,13,10,14,17
"ANAPC1P1",0,0,0,0,0,0,0,0
"ANAPC2",11,7,10,8,11,8,12,10
"ANAPC4",7,3,5,5,6,3,6,5
"ANAPC5",32,16,30,30,34,14,33,40
"ANAPC7",17,14,21,13,19,13,19,21
"ANG",2,1,2,5,2,2,2,2
"ANGEL1",6,6,5,5,7,9,10,8
"ANGEL2",5,3,4,3,5,4,5,4
"ANGPT1",2,1,3,2,2,1,2,2
"ANGPT2",0,0,0,0,0,0,0,0
"ANGPT4",0,0,0,0,0,0,0,0
"ANGPTL1",2,0,1,3,1,0,2,2
"ANGPTL2",3,1,3,8,1,1,2,3
"ANGPTL3",0,0,0,0,0,0,0,0
"ANGPTL4",2,0,1,5,1,0,1,1
"ANGPTL5",0,0,0,0,0,0,0,0
"ANGPTL6",0,0,0,1,0,0,0,0
"ANGPTL7",0,0,0,0,0,0,0,0
"ANK1",2,1,4,3,3,3,4,2
"ANK2",47,11,30,26,35,22,25,29
"ANK3",11,9,14,8,16,16,14,13
"ANKAR",0,0,0,0,0,0,0,0
"ANKDD1A",1,1,1,2,1,2,1,1
"ANKDD1B",0,0,0,0,0,0,0,0
"ANKFN1",2,0,2,1,2,1,2,1
"ANKFY1",18,8,13,12,13,11,14,11
"ANKH",6,8,9,5,7,9,8,7
"ANKHD1",15,19,11,10,11,12,10,14
"ANKHD1-EIF4EBP3",8,3,5,7,5,3,7,5
"ANKIB1",14,7,15,14,17,9,15,15
"ANKK1",0,0,0,0,0,0,0,0
"ANKLE1",1,1,1,1,1,2,1,1
"ANKLE2",14,9,11,9,11,9,10,13
"ANKMY1",2,1,2,2,3,2,2,2
"ANKMY2",23,19,21,16,24,21,23,22
"ANKRA2",9,5,9,8,10,9,9,10
"ANKRD1",0,0,0,0,0,0,0,0
"ANKRD10",17,33,11,13,12,23,15,15
"ANKRD11",22,17,20,20,21,18,21,21
"ANKRD12",9,6,10,8,11,10,12,11
"ANKRD13A",8,6,7,8,8,4,7,6
"ANKRD13B",20,28,17,12,18,27,21,17
"ANKRD13C",6,6,7,5,6,6,6,7
"ANKRD13D",11,17,14,10,15,16,15,16
"ANKRD16",5,3,5,5,6,4,6,6
"ANKRD17",20,14,20,17,21,20,20,21
"ANKRD18A",1,1,1,0,0,1,0,0
"ANKRD18B",0,0,0,0,0,0,0,0
"ANKRD18DP",0,0,0,0,0,0,0,0
"ANKRD19P",1,1,1,1,1,1,1,1
"ANKRD2",0,0,0,0,0,0,0,0
"ANKRD20A1",2,0,0,1,1,1,1,1
"ANKRD20A11P",0,1,0,0,0,0,1,0
"ANKRD20A12P",1,0,0,0,0,0,0,0
"ANKRD20A2",3,0,0,0,2,1,1,1
"ANKRD20A3",1,1,0,0,0,0,0,0
"ANKRD20A4",3,4,1,0,0,2,3,2
"ANKRD20A5P",0,0,0,0,0,0,0,0
"ANKRD20A8P",3,1,1,0,1,1,2,1
"ANKRD20A9P",1,1,1,0,1,1,1,1
"ANKRD22",0,0,0,0,0,0,0,0
"ANKRD23",2,4,1,1,2,4,1,1
"ANKRD24",1,1,2,1,2,2,1,1
"ANKRD26",6,4,5,4,5,4,6,5
"ANKRD26P1",0,0,0,0,0,0,0,0
"ANKRD26P3",0,0,0,0,0,0,0,0
"ANKRD27",6,6,5,5,5,6,6,6
"ANKRD28",6,4,6,6,6,5,6,6
"ANKRD29",0,0,1,0,0,0,0,0
"ANKRD30A",0,0,0,0,0,0,0,0
"ANKRD30B",0,0,0,0,0,0,0,0
"ANKRD30BL",0,0,0,0,0,0,0,0
"ANKRD30BP2",0,0,0,0,0,0,0,0
"ANKRD31",0,0,0,0,0,0,0,0
"ANKRD32",6,3,4,4,4,2,5,5
"ANKRD33",0,0,0,0,0,0,0,0
"ANKRD33B",1,0,0,1,0,2,0,0
"ANKRD34A",1,1,2,1,2,2,2,1
"ANKRD34B",0,0,0,0,0,0,0,0
"ANKRD34C",0,0,0,0,0,0,0,0
"ANKRD35",0,0,0,0,0,0,0,0
"ANKRD36",6,7,4,4,5,6,4,5
"ANKRD36B",4,7,4,4,5,7,5,3
"ANKRD36BP1",4,1,3,4,3,2,3,3
"ANKRD36BP2",0,0,0,0,0,0,0,0
"ANKRD37",2,1,2,4,3,1,3,2
"ANKRD39",7,10,8,7,8,9,7,8
"ANKRD40",12,6,10,11,10,7,9,10
"ANKRD42",3,1,3,2,3,2,3,2
"ANKRD44",1,2,2,2,2,3,2,1
"ANKRD45",5,1,4,3,5,1,4,3
"ANKRD46",13,19,26,12,26,22,22,30
"ANKRD49",4,3,4,3,4,3,5,5
"ANKRD5",3,1,2,2,2,1,3,2
"ANKRD50",9,7,10,11,12,11,12,11
"ANKRD52",11,8,10,10,9,10,8,8
"ANKRD53",1,0,1,0,1,0,0,0
"ANKRD54",19,13,19,13,22,13,24,22
"ANKRD55",0,0,0,0,0,0,0,0
"ANKRD6",12,13,11,8,12,12,12,11
"ANKRD63",1,0,1,0,0,0,0,0
"ANKRD65",1,1,1,1,1,1,1,1
"ANKRD7",0,0,0,0,0,0,0,0
"ANKRD9",8,5,7,6,7,7,8,6
"ANKS1A",10,10,15,8,15,16,16,17
"ANKS1B",3,2,6,2,8,5,5,6
"ANKS3",7,8,6,6,8,7,7,7
"ANKS4B",0,0,0,0,0,0,0,0
"ANKS6",3,1,2,3,2,1,3,2
"ANKUB1",0,0,0,0,0,0,0,0
"ANKZF1",15,23,10,11,11,20,13,13
"ANLN",8,4,4,6,3,2,4,5
"ANO1",1,0,1,11,0,0,1,0
"ANO10",9,6,9,9,7,4,8,8
"ANO2",0,0,0,0,0,0,0,0
"ANO3",0,0,0,0,0,0,0,0
"ANO4",2,0,2,3,1,1,1,1
"ANO5",2,1,3,2,2,3,1,1
"ANO6",11,9,10,18,8,8,8,8
"ANO7",0,0,0,1,0,0,0,0
"ANO8",13,16,11,8,12,19,16,10
"ANO9",0,0,0,0,0,0,0,0
"ANP32A",78,66,59,58,69,53,77,78
"ANP32A-IT1",0,0,0,0,0,0,0,0
"ANP32AP1",0,0,0,0,0,0,0,0
"ANP32B",80,71,50,82,49,45,58,61
"ANP32C",0,0,0,0,0,0,0,0
"ANP32D",0,0,0,0,0,0,0,0
"ANP32E",45,24,33,29,29,23,34,33
"ANPEP",0,0,0,0,0,0,0,0
"ANTXR1",29,10,21,51,23,11,24,22
"ANTXR2",10,3,9,11,7,4,8,9
"ANXA1",20,1,16,28,10,1,7,8
"ANXA10",0,0,0,0,0,0,0,0
"ANXA11",6,1,5,14,5,1,3,4
"ANXA13",0,0,0,0,0,0,0,0
"ANXA2",143,37,120,135,81,25,73,84
"ANXA2P1",0,0,0,0,0,0,0,0
"ANXA2P2",0,0,0,0,0,0,0,0
"ANXA2P3",0,0,0,0,0,0,0,0
"ANXA2R",0,0,0,1,0,0,0,0
"ANXA3",0,0,1,4,0,0,0,0
"ANXA4",2,1,3,3,2,1,2,1
"ANXA5",140,61,70,145,60,36,51,74
"ANXA6",49,14,51,78,40,11,36,24
"ANXA7",18,6,17,23,18,9,16,17
"ANXA8",0,0,0,0,0,0,0,0
"ANXA8L1",0,0,0,0,0,0,0,0
"ANXA8L2",0,0,0,0,0,0,0,0
"ANXA9",3,2,2,2,2,2,2,2
"AOAH",0,1,1,0,0,1,0,1
"AOC2",1,5,1,2,1,5,1,2
"AOC3",0,2,0,1,0,2,0,0
"AOC4",0,0,0,0,0,0,0,0
"AOX1",0,0,0,0,0,0,0,0
"AOX2P",0,0,0,0,0,0,0,0
"AP1AR",7,5,8,6,8,7,8,7
"AP1B1",31,26,34,27,36,28,35,34
"AP1B1P1",0,0,0,0,0,0,0,0
"AP1G1",20,14,18,16,21,17,20,21
"AP1G2",9,12,3,4,6,17,7,3
"AP1M1",43,41,49,38,54,41,52,59
"AP1M2",0,0,0,0,0,0,0,0
"AP1S1",47,41,55,40,61,46,51,56
"AP1S2",26,28,53,36,23,31,25,29
"AP1S3",1,0,1,1,0,0,0,0
"AP2A1",45,51,48,51,53,46,52,50
"AP2A2",29,27,34,23,33,24,34,31
"AP2B1",82,112,103,77,100,124,90,99
"AP2M1",177,160,191,167,225,166,207,199
"AP2S1",54,39,64,61,70,35,59,62
"AP3B1",12,4,9,12,8,3,8,8
"AP3B2",8,12,16,6,15,14,13,14
"AP3D1",44,39,45,46,50,44,48,49
"AP3M1",21,18,20,15,21,14,20,22
"AP3M2",17,5,17,14,19,11,17,16
"AP3S1",32,34,40,40,39,28,34,42
"AP3S2",6,5,9,7,8,7,7,8
"AP4B1",6,5,4,5,5,5,5,6
"AP4B1-AS1",0,0,0,0,0,0,0,0
"AP4E1",2,1,2,2,2,1,2,2
"AP4M1",8,6,7,8,10,5,8,9
"AP4S1",3,1,3,2,4,2,3,3
"AP5B1",3,2,4,4,4,3,3,3
"AP5M1",8,5,11,7,10,7,10,10
"AP5S1",6,1,6,5,7,2,6,5
"AP5Z1",4,2,4,4,4,2,4,4
"APAF1",5,2,4,5,4,3,4,4
"APBA1",5,5,12,6,10,9,8,8
"APBA2",39,26,47,29,53,43,56,50
"APBA3",4,4,3,3,4,4,4,4
"APBB1",61,78,69,45,78,74,76,74
"APBB1IP",0,0,0,0,0,0,0,0
"APBB2",15,7,12,11,10,13,13,9
"APBB3",17,26,18,12,23,29,18,20
"APC",16,3,21,13,22,12,21,21
"APC2",33,21,32,23,35,27,39,33
"APCDD1",41,5,49,25,42,8,72,32
"APCDD1L",0,0,0,0,0,0,0,0
"APCDD1L-AS1",0,0,0,0,0,0,0,0
"APCS",0,0,0,0,0,0,0,0
"APEH",33,17,29,27,31,17,30,29
"APEX1",96,113,85,85,87,63,104,103
"APEX2",8,2,5,7,6,3,5,5
"APH1A",54,42,52,57,56,35,53,62
"APH1B",5,2,4,4,5,4,4,4
"API5",27,17,30,23,31,21,30,36
"APIP",14,15,11,11,14,16,14,17
"APITD1",9,1,7,7,10,1,6,8
"APITD1-CORT",2,0,2,1,1,1,3,1
"APLF",1,0,0,1,0,0,0,0
"APLN",3,0,2,3,3,2,2,2
"APLNR",0,0,1,0,0,0,0,0
"APLP1",86,130,165,89,141,139,135,134
"APLP2",140,113,197,144,165,118,170,146
"APMAP",50,40,69,50,64,37,58,67
"APOA1",0,0,0,0,0,0,0,0
"APOA1BP",59,20,91,44,89,28,63,63
"APOA2",0,0,0,0,0,0,0,0
"APOA4",0,0,0,0,0,0,0,0
"APOA5",0,0,0,0,0,0,0,0
"APOB",0,0,0,0,0,0,0,0
"APOBEC2",0,0,0,0,0,0,0,0
"APOBEC3A",0,0,0,0,0,0,0,0
"APOBEC3A_B",0,0,0,0,0,0,0,0
"APOBEC3B",1,0,1,2,1,0,0,0
"APOBEC3C",6,1,6,17,5,2,4,3
"APOBEC3D",0,0,0,0,0,0,0,0
"APOBEC3F",2,1,2,3,1,1,1,1
"APOBEC3G",0,0,1,1,0,0,0,0
"APOBEC3H",0,0,0,0,0,0,0,0
"APOBEC4",0,0,0,0,0,0,0,0
"APOBR",0,0,0,0,0,0,0,0
"APOC1",1,1,2,1,1,0,1,1
"APOC1P1",0,0,0,0,0,0,0,0
"APOC2",0,0,0,0,0,0,0,0
"APOC4",0,0,0,0,0,0,0,0
"APOC4-APOC2",0,0,0,0,0,0,0,0
"APOD",0,0,0,1,0,0,0,0
"APOE",10,16,10,27,5,8,9,7
"APOF",0,0,0,0,0,0,0,0
"APOH",0,0,0,0,0,0,0,0
"APOL1",0,0,0,0,0,0,0,0
"APOL2",10,4,9,11,11,9,10,9
"APOL3",0,0,0,1,0,0,0,0
"APOL4",6,2,4,4,2,2,2,3
"APOL6",0,0,0,0,0,0,0,0
"APOLD1",3,0,1,1,1,1,1,1
"APOM",3,2,4,2,5,2,3,4
"APOO",16,7,38,25,19,13,18,20
"APOOL",8,5,7,6,7,11,6,6
"APOPT1",13,11,14,13,15,10,14,19
"APP",338,377,465,322,467,468,411,335
"APPBP2",15,7,14,13,15,9,14,15
"APPL1",11,7,10,11,11,8,10,12
"APPL2",18,5,13,14,16,8,21,15
"APRT",29,15,28,29,25,11,22,24
"APTX",10,9,12,10,11,9,11,12
"AQP1",11,2,19,19,36,10,21,15
"AQP10",0,0,0,0,0,0,0,0
"AQP11",2,1,3,2,3,2,2,3
"AQP12A",0,0,0,0,0,0,0,0
"AQP12B",0,0,0,0,0,0,0,0
"AQP2",0,0,0,0,0,0,0,0
"AQP3",0,0,0,0,0,0,0,0
"AQP4",3,1,1,1,1,3,1,1
"AQP4-AS1",0,0,0,0,0,0,0,0
"AQP5",0,0,0,0,0,0,0,0
"AQP6",0,0,0,0,0,0,0,0
"AQP7",0,0,0,0,0,0,0,0
"AQP7P1",0,0,0,0,0,0,0,0
"AQP7P3",3,4,3,7,2,5,1,1
"AQP8",0,0,0,0,0,0,0,0
"AQP9",0,0,0,0,0,0,0,0
"AQPEP",0,0,0,0,0,0,0,0
"AQR",9,4,8,7,9,6,8,11
"AR",1,1,1,1,1,0,1,1
"ARAF",15,9,11,15,12,10,12,11
"ARAP1",13,5,9,18,10,8,9,6
"ARAP2",1,0,1,1,1,0,1,1
"ARAP3",1,2,1,0,0,2,1,0
"ARC",1,3,2,1,3,4,2,2
"ARCN1",41,46,44,55,48,43,42,53
"AREG",0,0,0,0,0,0,0,0
"ARF1",160,343,203,228,220,251,197,250
"ARF3",54,47,79,51,75,50,73,71
"ARF4",99,113,99,137,172,101,104,218
"ARF5",69,69,97,82,92,60,93,93
"ARF6",10,7,10,10,10,6,10,12
"ARFGAP1",26,21,19,25,22,28,23,24
"ARFGAP2",24,12,25,22,28,14,26,26
"ARFGAP3",21,21,22,25,23,21,23,25
"ARFGEF1",8,6,10,8,9,7,9,9
"ARFGEF2",5,4,4,4,5,4,4,6
"ARFIP1",8,3,7,7,7,3,7,8
"ARFIP2",13,11,13,14,16,12,14,17
"ARFRP1",9,4,9,9,10,6,10,10
"ARG1",0,0,0,0,0,0,0,0
"ARG2",9,15,15,12,15,16,13,17
"ARGFX",0,0,0,0,0,0,0,0
"ARGFXP2",0,0,0,0,0,0,0,0
"ARGLU1",50,59,28,24,31,58,36,25
"ARHGAP1",14,8,14,16,17,14,15,15
"ARHGAP10",1,0,1,2,0,0,1,1
"ARHGAP11A",8,4,5,5,3,3,5,6
"ARHGAP11B",2,1,1,1,0,1,1,1
"ARHGAP12",12,6,10,9,12,9,12,11
"ARHGAP15",0,0,0,0,0,0,0,0
"ARHGAP17",15,9,11,12,11,8,11,9
"ARHGAP18",2,0,2,3,2,1,1,1
"ARHGAP19",6,8,4,5,4,5,6,5
"ARHGAP19-SLIT1",1,1,2,1,1,1,2,2
"ARHGAP20",2,2,5,2,4,2,2,3
"ARHGAP21",22,24,20,18,23,32,27,26
"ARHGAP22",0,0,0,0,0,0,0,0
"ARHGAP23",4,5,6,6,6,9,6,6
"ARHGAP24",1,0,2,3,1,1,1,1
"ARHGAP25",0,0,0,0,0,0,0,1
"ARHGAP26",2,1,2,2,2,2,2,2
"ARHGAP26-AS1",0,0,0,0,0,0,0,0
"ARHGAP27",0,0,0,0,0,0,1,0
"ARHGAP28",1,1,2,8,1,1,1,1
"ARHGAP29",2,1,1,4,0,0,0,0
"ARHGAP30",0,0,0,0,0,0,0,0
"ARHGAP31",2,0,2,3,2,1,1,1
"ARHGAP32",6,7,7,6,6,10,7,7
"ARHGAP33",20,34,20,12,20,32,23,19
"ARHGAP35",29,13,26,24,27,26,27,29
"ARHGAP36",1,0,3,0,3,2,0,1
"ARHGAP39",10,5,9,5,11,7,9,8
"ARHGAP4",2,1,1,1,2,1,1,1
"ARHGAP40",0,0,0,0,0,0,0,0
"ARHGAP42",3,1,2,3,3,2,2,2
"ARHGAP44",1,2,4,2,3,3,2,2
"ARHGAP5",15,8,12,10,14,10,13,13
"ARHGAP5-AS1",3,1,2,2,3,1,2,3
"ARHGAP6",0,0,0,1,0,0,0,0
"ARHGAP8",0,1,0,0,0,3,0,0
"ARHGAP9",0,0,0,0,0,0,0,0
"ARHGDIA",81,42,81,83,79,50,73,76
"ARHGDIB",0,0,0,2,0,0,0,0
"ARHGDIG",8,16,19,6,19,21,14,15
"ARHGEF1",7,4,5,7,5,4,6,4
"ARHGEF10",12,5,7,9,9,6,8,9
"ARHGEF10L",13,10,13,9,12,14,13,12
"ARHGEF11",12,12,13,11,13,14,13,12
"ARHGEF12",20,11,19,19,21,20,21,21
"ARHGEF15",0,0,0,0,0,0,0,0
"ARHGEF16",1,0,1,1,1,0,1,1
"ARHGEF17",10,5,9,9,6,5,6,5
"ARHGEF18",12,9,12,10,13,10,14,12
"ARHGEF19",2,1,1,1,1,1,1,1
"ARHGEF2",14,17,14,21,15,19,19,19
"ARHGEF25",20,16,16,16,18,17,18,15
"ARHGEF26",4,1,4,3,4,2,4,3
"ARHGEF26-AS1",0,0,0,0,0,1,1,1
"ARHGEF28",1,0,1,0,0,0,1,0
"ARHGEF3",8,3,6,11,6,6,6,5
"ARHGEF3-AS1",0,0,0,0,0,0,0,0
"ARHGEF33",0,0,0,0,0,0,0,0
"ARHGEF35",0,0,0,0,0,0,0,0
"ARHGEF37",1,0,1,1,1,0,1,1
"ARHGEF38",0,0,0,0,0,0,0,0
"ARHGEF39",2,1,1,1,1,1,1,1
"ARHGEF4",24,16,15,11,16,35,15,12
"ARHGEF40",14,6,13,14,12,9,12,11
"ARHGEF5",0,0,0,0,0,0,0,0
"ARHGEF6",9,1,10,4,10,5,4,6
"ARHGEF7",22,21,27,18,28,30,26,30
"ARHGEF9",20,17,21,15,25,23,23,22
"ARID1A",28,31,24,23,25,35,26,29
"ARID1B",12,12,12,11,13,14,13,12
"ARID2",9,7,7,7,9,8,9,9
"ARID3A",3,5,2,3,2,4,3,2
"ARID3B",3,8,4,3,4,5,4,5
"ARID3C",0,0,0,0,0,0,0,0
"ARID4A",9,6,8,8,11,8,10,10
"ARID4B",13,10,10,11,10,9,13,12
"ARID5A",2,2,3,3,2,4,2,2
"ARID5B",8,1,5,7,7,4,6,5
"ARIH1",20,24,18,19,22,30,20,23
"ARIH2",20,18,20,18,23,18,22,24
"ARL1",18,13,16,25,21,14,15,23
"ARL10",10,9,11,9,10,13,11,11
"ARL11",0,0,0,0,0,0,0,0
"ARL13A",0,0,0,0,0,0,0,0
"ARL13B",7,2,4,4,7,2,6,6
"ARL14EP",12,9,12,12,14,11,14,16
"ARL14EPL",0,0,0,0,1,0,0,0
"ARL15",6,3,6,6,7,4,6,6
"ARL16",20,16,23,22,21,14,26,29
"ARL17A",7,13,4,4,6,11,6,5
"ARL17B",2,2,3,2,2,2,6,4
"ARL2",43,54,60,48,60,50,47,63
"ARL2-SNX15",4,4,3,2,4,3,5,4
"ARL2BP",30,16,31,28,33,20,30,37
"ARL3",23,15,22,17,26,16,25,27
"ARL4A",31,5,26,21,27,11,28,23
"ARL4C",33,33,35,23,32,46,30,31
"ARL4D",3,6,16,5,8,6,10,13
"ARL5A",12,9,13,11,14,9,12,15
"ARL5B",10,12,11,10,12,11,13,12
"ARL5C",0,0,0,0,0,0,0,0
"ARL6",4,3,6,1,5,2,4,6
"ARL6IP1",105,117,130,96,121,95,124,153
"ARL6IP4",42,40,44,46,48,30,46,48
"ARL6IP5",58,54,67,50,68,57,65,67
"ARL6IP6",11,5,9,8,10,5,12,14
"ARL8A",31,27,42,26,42,39,37,39
"ARL8B",21,16,26,23,25,17,23,27
"ARL9",2,1,1,1,2,0,2,1
"ARMC1",14,11,17,13,18,12,17,21
"ARMC10",14,12,12,11,12,11,12,13
"ARMC12",1,2,1,1,1,2,2,1
"ARMC2",3,1,2,1,3,1,3,2
"ARMC3",2,0,3,1,5,0,4,3
"ARMC4",3,0,2,1,3,0,2,2
"ARMC5",7,6,7,5,7,7,8,7
"ARMC6",12,12,15,10,15,10,15,16
"ARMC7",6,2,7,5,7,3,6,7
"ARMC8",13,13,14,9,15,13,14,14
"ARMC9",10,5,7,6,8,4,8,8
"ARMCX1",9,27,8,9,14,21,8,14
"ARMCX2",14,7,13,15,15,10,13,13
"ARMCX3",26,24,32,27,34,28,29,34
"ARMCX4",5,7,3,3,4,7,3,4
"ARMCX5",7,9,8,6,8,8,8,8
"ARMCX5-GPRASP2",4,2,6,3,6,3,4,6
"ARMCX6",20,17,21,24,26,21,20,27
"ARMS2",0,0,0,0,0,0,0,0
"ARNT",9,12,6,10,6,8,7,7
"ARNT2",28,17,33,23,34,24,34,32
"ARNTL",3,0,3,3,3,1,2,2
"ARNTL2",2,0,2,1,2,1,1,2
"ARPC1A",55,45,55,49,53,32,54,61
"ARPC1B",7,3,5,9,4,3,4,3
"ARPC2",84,64,98,109,108,56,96,110
"ARPC3",86,69,88,95,111,45,93,119
"ARPC4",56,34,66,63,64,26,59,66
"ARPC4-TTLL3",4,4,1,3,2,4,2,2
"ARPC5",33,19,40,33,39,22,35,43
"ARPC5L",19,8,24,19,24,13,23,22
"ARPP19",51,42,48,35,49,40,42,52
"ARPP21",1,1,5,2,5,4,3,2
"ARR3",0,0,0,0,0,0,0,0
"ARRB1",2,2,7,4,6,4,5,5
"ARRB2",26,27,25,20,28,25,31,28
"ARRDC1",10,4,9,8,8,6,10,8
"ARRDC2",1,1,1,2,1,1,1,1
"ARRDC3",16,21,12,13,15,16,16,19
"ARRDC3-AS1",2,3,2,2,1,3,2,2
"ARRDC4",18,9,27,16,24,10,23,28
"ARRDC5",0,0,0,0,0,0,0,0
"ARSA",6,4,5,4,4,5,4,3
"ARSB",5,3,6,6,6,3,5,5
"ARSD",3,1,7,5,4,4,4,3
"ARSE",0,0,1,0,0,0,0,0
"ARSF",0,0,0,0,0,0,0,0
"ARSG",1,1,1,2,1,1,1,1
"ARSH",0,0,0,0,0,0,0,0
"ARSI",0,0,1,4,0,0,0,0
"ARSJ",1,0,1,1,1,0,1,1
"ARSK",3,2,2,3,2,2,2,2
"ART1",0,0,0,0,0,0,0,0
"ART3",1,0,1,1,1,1,1,1
"ART4",0,0,0,0,0,0,0,0
"ART5",1,0,0,1,0,0,0,0
"ARTN",0,0,0,0,0,0,0,0
"ARV1",10,6,12,9,12,8,12,14
"ARVCF",36,18,24,16,30,26,29,23
"ARX",22,2,5,14,29,8,16,17
"AS3MT",5,2,3,4,3,2,5,2
"ASAH1",38,21,44,33,39,22,36,40
"ASAH2",0,0,0,0,0,0,0,1
"ASAH2B",6,3,8,4,7,4,7,7
"ASAP1",8,12,12,11,10,12,11,10
"ASAP1-IT1",0,0,0,0,0,0,0,0
"ASAP2",14,8,11,9,12,8,12,11
"ASAP3",12,10,11,12,10,8,11,10
"ASB1",7,6,7,8,7,8,6,6
"ASB10",0,0,0,0,0,0,0,0
"ASB11",0,0,0,0,0,0,0,0
"ASB12",0,1,0,0,0,1,0,0
"ASB13",9,2,9,9,8,4,7,9
"ASB14",0,1,0,0,0,1,0,0
"ASB15",0,0,0,0,0,0,0,0
"ASB16",1,0,1,1,1,1,1,1
"ASB18",0,0,0,0,0,0,0,0
"ASB2",0,0,0,0,0,0,0,0
"ASB3",7,10,7,5,7,8,7,8
"ASB4",0,0,0,0,0,0,0,0
"ASB5",0,0,0,0,0,0,0,0
"ASB6",8,5,9,6,9,8,9,9
"ASB7",5,3,4,4,5,3,5,6
"ASB8",10,10,12,10,14,11,12,15
"ASB9",0,0,0,0,0,0,0,0
"ASB9P1",0,0,0,0,0,0,0,0
"ASCC1",17,15,18,16,23,15,19,22
"ASCC2",15,10,15,16,17,10,15,15
"ASCC3",12,6,11,12,12,9,10,7
"ASCL1",48,6,18,28,27,10,37,21
"ASCL2",0,0,0,0,0,0,0,0
"ASCL3",0,0,0,0,0,0,0,0
"ASCL4",0,0,0,0,0,0,0,0
"ASCL5",0,0,0,0,0,0,0,0
"ASF1A",14,5,13,12,14,7,13,16
"ASF1B",16,2,9,11,6,2,12,8
"ASGR1",5,12,6,4,7,10,7,6
"ASGR2",0,0,0,0,0,0,0,0
"ASH1L",8,6,6,7,7,8,7,7
"ASH1L-AS1",2,3,1,1,2,2,2,2
"ASH2L",20,8,21,17,21,12,21,22
"ASIC1",8,14,16,10,16,19,22,13
"ASIC2",1,1,2,0,2,1,1,1
"ASIC3",4,8,3,3,5,9,4,3
"ASIC4",4,23,23,6,20,37,15,16
"ASIC5",0,0,0,0,0,0,0,0
"ASIP",0,0,0,0,0,1,0,0
"ASL",5,2,6,5,5,2,4,5
"ASMT",1,2,1,1,1,2,1,1
"ASMTL",14,12,13,13,14,12,15,12
"ASMTL-AS1",3,2,1,1,1,2,1,1
"ASNA1",44,28,51,39,54,22,52,53
"ASNS",33,75,44,55,43,50,32,46
"ASNSD1",14,11,21,17,21,12,20,22
"ASPA",0,0,0,0,0,0,0,0
"ASPDH",1,0,0,0,1,2,1,1
"ASPG",0,0,0,0,0,0,0,0
"ASPH",42,13,32,44,36,23,29,29
"ASPHD1",3,11,9,3,8,13,7,7
"ASPHD2",4,7,7,3,5,7,6,5
"ASPM",5,1,2,3,1,1,2,3
"ASPN",0,0,1,21,0,0,0,0
"ASPRV1",2,1,1,2,2,1,2,1
"ASPSCR1",10,7,7,7,9,5,8,9
"ASRGL1",13,15,17,9,15,13,20,16
"ASS1",9,22,27,43,12,14,16,18
"ASTE1",2,1,1,2,2,1,2,2
"ASTL",0,0,0,0,0,0,0,0
"ASTN1",15,14,15,9,19,18,17,15
"ASTN2",10,13,10,8,10,13,8,9
"ASUN",6,3,6,6,6,3,6,6
"ASXL1",19,17,25,21,15,18,16,15
"ASXL2",4,1,3,3,3,2,3,3
"ASXL3",3,4,5,2,4,4,5,4
"ASZ1",0,0,0,0,0,0,0,0
"ATAD1",21,31,29,19,27,32,25,30
"ATAD2",10,3,5,6,4,2,6,6
"ATAD2B",3,4,3,3,3,4,4,4
"ATAD3A",12,10,14,11,15,8,15,17
"ATAD3B",7,9,4,5,4,7,6,5
